n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
380,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgxEZoeQnYt4U_-98od4AaABAg,usuario_anon_80c0aeeef6,En primer LUGAAAAAARRRRR buscar la palabra resentido en el DICCIONARIO de la RAE.,0,2026-06-27T22:04:31Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
381,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgwFGoNDAzDyLITWylh4AaABAg,usuario_anon_f82da01dd2,"Ya basta de que las autoridades de izquierda usen el odio, el rencor y la obsesión contra el fujimorismo para tapar su propia incapacidad. Llevan años echando la culpa al resto de sus propios errores, mientras nuestras comunidades siguen olvidadas. ¡Esa mala información y ese discurso de división se tienen que arrancar de raíz",0,2026-06-26T14:30:51Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
382,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgxYa4SvsUzbzyKDreN4AaABAg,usuario_anon_9e224b4726,"Esperemos que el nuevo presidente del Perú cambie al país. me cuentan anteriores compañeros de trabajo muchos de ellos me dicen que han dejado Lima y se han ido a vivir a provincia Por que la ciudad de Lima ha cambiado hay mucho racismo,discriminación ,delincuencia,etc. que comentan que los limeños son muy agresivos en las calles. me contaron también que los limeños hacen brujería a otros peruanos en Lima me cuentan que hacen mucha brujería a otros peruanos en Lima para que no puedan vivir en paz. además me cuentan el autismo ha crecido en Lima que incluso Rafael López Aliaga lo advirtió desde un comienzo que el incremento de autismo en Lima era producto de la pandemia hay muchos peruanos y peruanas autistas en Lima encima son violentos y problematicos. una de las cosas que me dijo un anterior compañero de trabajo es que dice que los limeños se han vuelto telepatas parece que ahora los peruanos en Lima se dedican hacer supuestamente telepatía a chismear y leer la mente por arte de magia a los demas limeños cuando ni siquiera la telepatía no existe. además compañeros de trabajo me han contado que hay sectas en vecindarios,algo asi que si les da la gana pueden hacerte la vida imposible no dejarte en paz o no dejar vivir tranquila o tranquilo a una persona o mas personas, ahora mis compañeros de trabajo me cuentan que todo se ha detenido completamente ellos son testigos porque lo vieron en sus vecindarios muchos de mis compañeros de trabajo viven en el mismo distrito compañeros de trabajo me lo contaron dicen que esto de las sectas en vecindarios puede continuar después. a eso se dedican en Lima,asi me contaron anteriores compañeros de trabajo. esperemos que el nuevo presidente del Perú cambie todo para bien",0,2026-06-26T16:13:48Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
383,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgzK0Qs4YEhjh-ToIm54AaABAg,usuario_anon_abf5ce2045,"Asesora a Toledo, ppk, Vizcarra, no te metas con fuerza popular..",0,2026-06-27T17:16:49Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
384,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugw-IViF0Ee8gAd8cJN4AaABAg,usuario_anon_80c0aeeef6,Arequipaaaaaaaa!!!!!!!!!!!!!,0,2026-06-27T09:41:09Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
385,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgxoCJsUdG2Kn6nVsVN4AaABAg,usuario_anon_80c0aeeef6,"Si alguien CREE que Arequipa es 100% IZQUIERDISTA, por eso limeños, nos matamos de RISA DE USTEDES... AJAJAJAJAJAJJAAJ",0,2026-06-27T10:05:12Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
386,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugztq-zNoa4uZM5R7CV4AaABAg,usuario_anon_4c6a620c3a,La culpa no es de Lima. Ellos votan por ineptos. Ejemplo: los rojos del gobierno regional de Arequipa destrozaron Majes Siguas 2.,0,2026-06-26T22:16:57Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
387,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugw1WJcEkL4qkXYIp-p4AaABAg,usuario_anon_80c0aeeef6,Alguien me puede explicar eso de CASTING??????? te arrodillavas para q te den el dinero o que????????!!!!! minuto 12 y pico,0,2026-06-27T18:33:02Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
388,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugxr30cmGQFU8IBVfSF4AaABAg,usuario_anon_80c0aeeef6,Ricardito es un pobre diablo del PPC JAJAJAJAJAJAJJAJAAJ el PPC ya ni cuenta a NIVEL NACIONAL jajajajajajajajajajaj si tu hijo tiena q ir por Renovación,0,2026-06-27T18:24:47Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
389,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugw22w6px_pqDTz2uHF4AaABAg,usuario_anon_80c0aeeef6,"Paulito quieres q hablemos de BHP Tintaya... NOOOOOO VERDAD, por q tu sabes la historia y sabes la relación BHP-Tintaya Mallquiri-Yauri y puedo apostar mi mano derecha y mi mano izquierda q tú sabes q yo fui practicante en BHP. Punto aparte todos los de planta concentradora me quieren un MONTON hasta el día de hoy.",0,2026-06-27T22:13:23Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
390,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgxauIOmgJXsyVzAvf54AaABAg,usuario_anon_a2a8a787a3,"Ni de izquierda ni de protesta ,es un voto de gente manipulada con baja instruccion",0,2026-06-27T18:43:18Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
391,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,UgysMd8RxLALybC82UV4AaABAg,usuario_anon_5d9fc447f2,Mejor preocúpense por las elecciones municipales y de Gobiernos Regionales que será en Octubre porque no vuelvan a votar por corruptos e incapaces que los mantienen pobres y atrazados. Todo peruano tiene el derecho de vivir bien y progresar sin necesidad de migrar a Lima.,4,2026-06-26T07:20:10Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:59
392,sNf9MyKI_j0,https://www.youtube.com/watch?v=sNf9MyKI_j0,¿El voto del sur es un voto ideológico o un grito de protesta? Sheput vs. Vilca | #versus,Diario El Comercio,EL COMERCIO,2026-06-26T00:00:32Z,4571,55,55,25,21,"tags con tema político: corrupcion, corrupción, politica, politica peruana, politico | título con tema político: protesta, voto | descripción con tema político: corrupcion, corrupción, politica, politica peruana, politico | categoría YouTube 25",,,,,,corrupcion; corrupción; politica; politica peruana; politico; política; política peruana; político; protesta; voto,Ugy_61uaa_P95XjXRlZ4AaABAg,usuario_anon_7be26e831c,ya pasaron 35 años desde el gobierno de fujimori y siguen lucrando de hablar de eso,0,2026-06-27T17:27:20Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:59
