n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
117,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugx93vq0Y9GhTAvFw954AaABAg,usuario_anon_552747f9d1,El FUJIMORISMO es una organización corrupta y solo puede ganar haciendo trampas.,5,2026-06-27T08:43:55Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
118,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgwRCxoO5Y5XonH85Y94AaABAg,usuario_anon_801024e037,BARRAGAN ES FUJIMORISTA SU PROPIA BOCA LO DELATÓ....,4,2026-06-27T10:34:13Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
119,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgyFAP6ABY8NivzV5bZ4AaABAg,usuario_anon_b02bb838dd,Ojalá que se haga justicia❤❤❤,3,2026-06-27T12:30:31Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
120,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugx3W8HrzfYgMZB1f814AaABAg,usuario_anon_ac3c8124d6,"Ese Sr. Sabe toda la verdad del fraude,por eso que renuncia",23,2026-06-26T23:24:25Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
121,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgwzISdkt-X4TYFVJnx4AaABAg,usuario_anon_b8f5b894d9,"Esto ya se sabía ,ahora que uno de ellos hablo ,la fiscalía debería actuar de oficio,no se que están esperando anular estás elecciones sería lo optimo y convocar. Anuevas elecciones",2,2026-06-27T15:10:57Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
122,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgxD4XGm_8KTF7JItxh4AaABAg,usuario_anon_00d1630243,Que nos está pasando para tener esta calidad inefable de postulantes a autoridades. Increíble el grado de estupidez de Renovación P.,12,2026-06-26T21:13:26Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:31
123,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgzA4CD2h8Pfj661kSp4AaABAg,usuario_anon_40339ca513,KEIKO DEBE ESTAR JALANDOSE DE LOS CABELLOS CON LA RENUNCIA DEL SECRETARIO DE LA ONPE,2,2026-06-27T14:29:53Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
124,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugy9YYo5egsCkIf19nh4AaABAg,usuario_anon_7c224c06b1,"SIN DUDA QUE EXISTE CORRUPCIÓN EN LAS INSTITUCIÓNES ELECTORALES ÉSO TODO LOS PERUANOS LO SABEMOS, SON CORRUPTOS Y FRAUDULENTOS.",2,2026-06-27T12:18:40Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
125,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgxO-1mgSUnwdZ6uUch4AaABAg,usuario_anon_412d3205ef,PORQUE RENUNCIÓ EL SECRETARIO DE ONPE ?,15,2026-06-26T21:29:50Z,2,YouTube,YouTube Data API v3,2026-06-27 20:12:31
126,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgydNfo65xOB6im744p4AaABAg,usuario_anon_8bb926ba64,"ACÁ PRIMERO SE ARREGLAN LOS VOTOS DE LOS CIUDADANOS QUÉ NO VOTARON POR CULPA DE LA ONPE Y JNE, LE ROBARON LA PRESIDENCIA DE LA REPÚBLICA DEL PERÚ LAS DENUNCIAS TIENEN QUE SER ADMITIDAS PARA QUE SE CASTIGUE A LOS RESPONSABLES, PORQUE SE PRESENTARON PRUEBAS del fraude, por eso eliminaron al verdadero presidente del Perú, la nación ahora va a conocer COMO LAS INSTITUCIÓNES DEL ESTADO SE AYUDAN SE PROTENGEN ENTRÉ ELLOS, TAMBIÉN LO MISMO LES PASA A CIUDADANOS QUE SUFRIERON EL HOLOCAUSTO DE LA INJUSTICIA Y CORRUPCIÓN LA JNJ TENÍA QUE EXPULSARLOS DESTITUIRLOS Y NO LO HIZO LOS PREMIÓ CON LA RATIFICACIÓN Y RATIFICACIÓN AUTOMÁTICAS A MALOS JUECES Y FISCALES DENUNCIADOS POR ACTOS DOLOSOS ABOMINABLES ESCALOFRIANTE DE CORRUPCIÓN DE AREQUIPA.",3,2026-06-27T01:52:07Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
127,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugx-D7CcEwl4VqzJdSF4AaABAg,usuario_anon_f3f30333d1,Hacen lo que se les da la gana 😢,5,2026-06-27T00:58:33Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
128,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugyc_6KKn7F2gUwyk_V4AaABAg,usuario_anon_a098f69ba9,"La ONPE , es una organización criminal clandestina, caracterizada por su estructura jerárquica, uso de violencia, extorsión y un código de silencio (omertà) , Influenciados por comunistas . Se dedican al crimen organizado, controlando actividades ilícitas y a menudo influyendo en sectores económicos y políticos .",3,2026-06-27T01:30:16Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
129,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgyDfXgOkpiPefMlji14AaABAg,usuario_anon_aa6df1b8e1,"Mira más programas de #FuerteYClaro con Manuela Camacho, aquí: https://www.youtube.com/playlist?list=PL2Th6SP9ZqWGYvs-GwfWPqtgsFV9zdckV",0,2026-06-26T22:43:17Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
130,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgxmKhKohsS2gFLD27B4AaABAg,usuario_anon_763a94a05d,"Solo , nos queda resistir , ya que los PNP y los Militares estan blindados.",9,2026-06-26T21:26:08Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
131,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugw3F5a8lylrQGSDbdl4AaABAg,usuario_anon_998fc6ad35,OREMOS POR LOS HMNOS . DE VENEZUELA PARA LLEGUE MÁS APOYO PARA EL RECATE DE PERSONAS Y PRONTA RECUPERACIÓN ..ABRAZOS DE LUZ.,1,2026-06-27T15:16:07Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
132,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugxn7vdCZCIffvvB6QV4AaABAg,usuario_anon_824d5dd508,Los fujimoristas nunca ganarán más unas elecciones limpias ahí también el embajador de los estados unidos debe ser expulsado del pero antauro a la jaula fujimori ser jusgada mucha corrupción esto será una locura elecciones nuevas punto,7,2026-06-26T21:57:47Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:31
133,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgwH8AEfIgUuSuvYEbp4AaABAg,usuario_anon_242abae3cc,Si el señor renunciante los está incriminando entonces porqué ustedes no lo denuncian?,2,2026-06-27T01:49:25Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
134,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugwa8Wm7KcyozYO4q354AaABAg,usuario_anon_8b6c73dfec,"Alguien podría explicar porqué un alto funcionario de la ONPE se generaría todo un problema legal, aparte de renunciar a su alto cargo?. Porqué se arriegaría a ser denunciado por hacer una denuncia sin pruebas ¿estará loco? ¿Qué raro nooo?",2,2026-06-26T23:06:36Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
135,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgxLSc_u5g8RZBl83et4AaABAg,usuario_anon_8b0ffa0191,Es pedimos que mejoren y han tratado de no hacer lo de la primera vuelta gracias a Rafael López Aliaga pero la demora es sospechosa. Porque están demorando para hacer truquitos,2,2026-06-27T01:29:26Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
136,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgzXAhqSSXHw-yZbzFR4AaABAg,usuario_anon_e019bc5a26,Este sujeto es un gran demagogo,4,2026-06-26T21:56:48Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
137,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugw-Ow1KptVfAPZdz9x4AaABAg,usuario_anon_6f460ae37a,❗ABUSO DE AUTORIDAD LA JNE IMPIDIO LA PROCLAMACION DE 7 DISPUTADOS DEL PARTIDO PAIS PARA TODOS Y SE PUSO DISPUTADO A LA K AHI ESTA LA CORRUPCION SI EL PAIS PARA TODOS PASO LA VALLA ELECTORAL ❗,3,2026-06-26T21:49:13Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
138,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugzy7kuyFjsSDq9o9eJ4AaABAg,usuario_anon_97aa736117,"Rubio era pata de Castañeda Lossio. Conducía un programa en RPP, es dueño de la Clínica Humanidad y propiciaba la inauguración de un tomógrafo e invitaba a tomarse gratis, pero no entregaban la placa.",2,2026-06-26T23:16:31Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
139,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgwEZyAZ4s232OUQ-wJ4AaABAg,usuario_anon_242abae3cc,Pura demagogia de estos bribones.,3,2026-06-26T23:31:53Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
